organ.hubmap_id	organ.submission_id	samples_without_location_sub_id	samples_without_location_hubmap_id	sample_types	dataset_hubmap_id	organ.group_name	organ.created_by_user_email
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-1,STAN0003-SI-1-8]	[HBM457.CGXD.357,HBM969.HPBJ.369]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM522.KSXQ.785	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-1,STAN0003-SI-1-8]	[HBM457.CGXD.357,HBM969.HPBJ.369]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM723.SFNS.898	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-1,STAN0003-SI-1-8]	[HBM457.CGXD.357,HBM969.HPBJ.369]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM672.XGNL.299	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-1,STAN0003-SI-1-8]	[HBM457.CGXD.357,HBM969.HPBJ.369]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM638.SQBD.338	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-1,STAN0003-SI-1-8]	[HBM457.CGXD.357,HBM969.HPBJ.369]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM585.HDBX.937	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-1,STAN0003-SI-1-8]	[HBM457.CGXD.357,HBM969.HPBJ.369]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM545.BLFV.957	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-1,STAN0003-SI-1-8]	[HBM457.CGXD.357,HBM969.HPBJ.369]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM678.RQXR.362	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-1,STAN0003-SI-1-8]	[HBM457.CGXD.357,HBM969.HPBJ.369]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM572.SFFK.265	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-1,STAN0003-SI-1-8]	[HBM457.CGXD.357,HBM969.HPBJ.369]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM228.FHZX.327	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-1,STAN0003-SI-1-8]	[HBM457.CGXD.357,HBM969.HPBJ.369]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM748.MMQM.339	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-3,STAN0003-SI-3-6]	[HBM945.PZHJ.983,HBM229.NKWB.488]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM254.SXCB.872	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-3,STAN0003-SI-3-6]	[HBM945.PZHJ.983,HBM229.NKWB.488]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM873.RGWW.444	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-3,STAN0003-SI-3-6]	[HBM945.PZHJ.983,HBM229.NKWB.488]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM833.MJCB.275	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-3,STAN0003-SI-3-6]	[HBM945.PZHJ.983,HBM229.NKWB.488]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM656.ZCCL.743	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-3,STAN0003-SI-3-6]	[HBM945.PZHJ.983,HBM229.NKWB.488]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM975.DJNJ.667	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-3,STAN0003-SI-3-6]	[HBM945.PZHJ.983,HBM229.NKWB.488]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM422.GKTR.735	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-3,STAN0003-SI-3-6]	[HBM945.PZHJ.983,HBM229.NKWB.488]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM964.SWGQ.824	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-3,STAN0003-SI-3-6]	[HBM945.PZHJ.983,HBM229.NKWB.488]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM476.KPZR.337	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-3,STAN0003-SI-3-6]	[HBM945.PZHJ.983,HBM229.NKWB.488]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM472.RGBR.794	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-3,STAN0003-SI-3-6]	[HBM945.PZHJ.983,HBM229.NKWB.488]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM978.SKJK.457	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-3,STAN0003-SI-3-6]	[HBM945.PZHJ.983,HBM229.NKWB.488]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM827.MTPX.728	Stanford TMC	liny@wustl.edu
HBM465.ZCWN.623	STAN0003-SI	[STAN0003-SI-3,STAN0003-SI-3-6]	[HBM945.PZHJ.983,HBM229.NKWB.488]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM739.KSDT.896	Stanford TMC	liny@wustl.edu
HBM724.HRQM.872	STAN0003-LI	[STAN0003-LI-1-6]	[HBM875.RVTT.868]	[flash_frozen_liquid_nitrogen]	HBM454.ZWSD.895	Stanford TMC	liny@wustl.edu
HBM724.HRQM.872	STAN0003-LI	[STAN0003-LI-1-6]	[HBM875.RVTT.868]	[flash_frozen_liquid_nitrogen]	HBM726.DDNW.235	Stanford TMC	liny@wustl.edu
HBM724.HRQM.872	STAN0003-LI	[STAN0003-LI-1-6]	[HBM875.RVTT.868]	[flash_frozen_liquid_nitrogen]	HBM999.NRRQ.328	Stanford TMC	liny@wustl.edu
HBM724.HRQM.872	STAN0003-LI	[STAN0003-LI-1-6]	[HBM875.RVTT.868]	[flash_frozen_liquid_nitrogen]	HBM498.BDMM.362	Stanford TMC	liny@wustl.edu
HBM724.HRQM.872	STAN0003-LI	[STAN0003-LI-1-6]	[HBM875.RVTT.868]	[flash_frozen_liquid_nitrogen]	HBM875.HTJL.927	Stanford TMC	liny@wustl.edu
HBM724.HRQM.872	STAN0003-LI	[STAN0003-LI-1-6]	[HBM875.RVTT.868]	[flash_frozen_liquid_nitrogen]	HBM283.XXQN.824	Stanford TMC	liny@wustl.edu
HBM724.HRQM.872	STAN0003-LI	[STAN0003-LI-1-6]	[HBM875.RVTT.868]	[flash_frozen_liquid_nitrogen]	HBM268.XTHS.738	Stanford TMC	liny@wustl.edu
HBM724.HRQM.872	STAN0003-LI	[STAN0003-LI-1-6]	[HBM875.RVTT.868]	[flash_frozen_liquid_nitrogen]	HBM427.ZHQM.724	Stanford TMC	liny@wustl.edu
HBM724.HRQM.872	STAN0003-LI	[STAN0003-LI-1-6]	[HBM875.RVTT.868]	[flash_frozen_liquid_nitrogen]	HBM657.XWTH.877	Stanford TMC	liny@wustl.edu
